listing_db_id,latitude,longitude,price,aqi,nwi_score,nearest_bus_stop_miles,nearby_bus_stops,nearby_parks,nearest_park_miles,price_log,nearest_bus_stop_miles_log,nearby_bus_stops_log,QoL_index
3303,38.87521,-77.006256,2669,28,17.8,0.09,66,0,0.89,7.8898337513942955,0.08617769624105233,4.204692619390966,0.41986479020565887
3304,38.875031,-77.008392,2316,28,17.8,0.11,56,1,0.78,7.748028524432376,0.10436001532424277,4.04305126783455,0.5649831338286943
3305,38.901974,-76.979866,1797,34,15.5,0.03,124,3,0.55,7.494430215031565,0.0295588022415444,4.8283137373023015,0.6506013293560033
3306,38.906921,-77.050743,4455,28,15.7,0.19,145,1,0.5,8.40200678160712,0.173953307123438,4.983606621708336,0.5511065803073575
3307,38.904102,-77.017403,4210,28,16.7,0.12,221,2,0.26,8.345455428161928,0.11332868530700317,5.402677381872279,0.824915306421019
3308,38.8810866,-76.9987319,1295,34,14.2,0.2,76,1,0.51,7.16703787691222,0.18232155679395465,4.343805421853684,0.17774122919213986
3309,38.879509,-77.005623,2374,28,15.8,0.19,74,0,0.89,7.772752716468742,0.173953307123438,4.31748811353631,0.3245050034703728
3310,38.906509,-77.035507,1865,28,15.8,0.09,235,3,0.33,7.531552381407289,0.08617769624105233,5.4638318050256105,0.9763376410368603
3311,38.935467,-77.054016,2758,28,13.2,0.03,69,2,0.69,7.922623574217286,0.0295588022415444,4.248495242049359,0.5548574635100607
3312,38.921501,-77.043922,2859,28,17.3,0.07,157,1,0.91,7.958576903813898,0.06765864847381481,5.062595033026967,0.6644908202855204
3313,38.910278,-77.055779,3815,28,16.7,0.04,133,0,0.83,8.246958032568177,0.039220713153281295,4.897839799950911,0.4532610015950233
3314,38.943722,-77.061241,2976,28,11.8,0.09,66,1,0.27,7.998671361015776,0.08617769624105233,4.204692619390966,0.30678256855795605
3315,38.905846,-77.0299,2353,28,15.5,0.13,256,4,0.48,7.763871287820222,0.12221763272424921,5.54907608489522,1.125776425326733
3316,38.881073,-76.998711,1250,34,14.2,0.2,76,1,0.51,7.1316985104669115,0.18232155679395465,4.343805421853684,0.17838559091893663
3317,38.899944,-76.997391,2247,34,15.2,0.03,133,2,0.07,7.717796211013582,0.0295588022415444,4.897839799950911,0.4756268475540645
3318,38.917534,-77.068245,6083,28,17.2,0.05,115,0,1.89,8.713417653379183,0.04879016416943201,4.7535901911063645,0.44897557093756363
3319,38.896446,-77.046944,2049,28,18.8,0.04,107,2,0.71,7.6255950721324535,0.039220713153281295,4.68213122712422,0.8665439369662387
3320,38.875622,-77.007805,3906,28,17.8,0.07,61,0,0.8,8.27052509505507,0.06765864847381481,4.127134385045092,0.4078083672676284
3321,38.928524,-77.033623,3035,28,15.7,0.04,175,3,0.56,8.01829613851552,0.039220713153281295,5.170483995038151,0.9386382915893325
3322,38.907425,-77.04921,2684,28,15.8,0.15,152,1,0.43,7.895436006942965,0.13976194237515868,5.030437921392435,0.5776132203991821
3323,38.925076,-77.077042,2101,28,11.5,0.09,90,0,1.49,7.650644551436897,0.08617769624105233,4.51085950651685,0.1697595876805478
3324,38.899837,-77.033371,4430,28,17.3,0.06,232,3,0.15,8.39638057119949,0.058268908123975775,5.4510384535657,1.0340396602971424
3325,38.916016,-77.048317,3030,28,17.8,0.11,142,1,0.79,8.016647877057803,0.10436001532424277,4.962844630259907,0.6671025407929799
3326,38.929893,-77.055573,2645,28,15.5,0.02,76,0,0.85,7.880804344674901,0.019802627296179712,4.343805421853684,0.34431930966334806
3327,38.900784,-77.016937,2220,28,16.5,0.07,211,2,0.31,7.7057128238944275,0.06765864847381481,5.356586274672012,0.8316477115295476
3328,38.907059,-77.045364,2005,28,14.7,0.04,176,1,0.22,7.603897968521881,0.039220713153281295,5.176149732573829,0.5704530353242756
3329,38.946205,-77.064156,3317,28,11.8,0.05,84,1,0.14,8.10711747075039,0.04879016416943201,4.442651256490317,0.34038282473542536
3330,38.938889,-77.024033,3600,28,15.7,0.07,147,0,0.96,8.188966863648876,0.06765864847381481,4.997212273764115,0.41383213752614784
3331,38.905846,-77.0299,3443,28,15.5,0.13,256,4,0.48,8.144388865547622,0.12221763272424921,5.54907608489522,1.1188382431202013
3332,38.92646,-77.029404,5400,28,14.2,0.09,178,3,0.43,8.594339400592892,0.08617769624105233,5.187385805840755,0.8511216447199582
3333,38.917534,-77.068245,2702,28,17.2,0.05,115,0,1.89,7.902117546276448,0.04879016416943201,4.7535901911063645,0.46376844332174055
3334,38.875164,-77.006271,2139,28,17.8,0.09,66,0,0.89,7.668561108015897,0.08617769624105233,4.204692619390966,0.42389937364395686
3335,38.900784,-77.016937,2193,28,16.5,0.07,211,2,0.31,7.693481640835175,0.06765864847381481,5.356586274672012,0.8318707292865022
3336,38.90517,-77.006294,3960,28,17.8,0.14,155,3,0.57,8.284251797621916,0.1310282624064041,5.049856007249537,0.997072651191828
3337,38.921452,-77.081009,2670,28,12.8,0.08,87,0,1.81,7.890208213109961,0.07696104113612832,4.477336814478207,0.2232960770527401
3338,38.907307,-76.998062,3990,28,17.2,0.09,153,3,0.54,8.291797105048733,0.08617769624105233,5.0369526024136295,0.9772727738633875
3339,38.899719,-76.994179,2035,34,16.0,0.03,132,2,0.1,7.618742377670413,0.0295588022415444,4.890349128221754,0.5133980835976173
3340,38.906509,-77.035507,2201,28,15.8,0.09,235,3,0.33,7.697121317282625,0.08617769624105233,5.4638318050256105,0.9733187333382846
3341,38.878815,-77.02108,2519,28,15.8,0.07,75,1,0.14,7.832014180505469,0.06765864847381481,4.330733340286331,0.5125781781820148
3342,38.916546,-77.023216,2225,28,18.3,0.06,187,4,0.33,7.70796153183549,0.058268908123975775,5.236441962829949,1.2328469510349318
3343,38.936302,-77.032417,2450,28,18.2,0.04,162,2,0.47,7.804251383528112,0.039220713153281295,5.093750200806762,0.883550466975372
3344,38.916447,-77.031303,7500,28,18.3,0.05,212,2,0.39,8.922791623969637,0.04879016416943201,5.3612921657094255,0.8968686145624232
3345,38.936184,-77.055687,1638,28,13.2,0.04,69,2,0.82,7.40184157874383,0.039220713153281295,4.248495242049359,0.5623138457216469
3346,38.904102,-77.017403,2898,28,16.7,0.12,221,2,0.26,7.972121128921655,0.11332868530700317,5.402677381872279,0.8317225120369774
3347,38.90403,-77.048317,4990,28,16.2,0.09,151,1,0.39,8.515391569469609,0.08617769624105233,5.0238805208462765,0.595274522208608
3348,38.87748,-77.016319,2540,28,15.8,0.07,68,1,0.33,7.840312983320164,0.06765864847381481,4.23410650459726,0.5011843996070255
3349,38.904655,-77.051949,3277,28,15.8,0.09,142,1,0.57,8.094988759303774,0.08617769624105233,4.962844630259907,0.5774201377643245
3350,38.896996,-77.045799,2939,28,16.8,0.06,127,2,0.65,7.986164860332727,0.058268908123975775,4.852030263919617,0.7836249745370438
3351,38.907307,-76.998062,3200,28,17.2,0.09,153,3,0.54,8.071218539969863,0.08617769624105233,5.0369526024136295,0.9812947017977361
3352,38.880337,-77.006493,5532,28,15.8,0.27,71,0,0.89,8.618485442898109,0.23901690047049992,4.276666119016055,0.2906018738825508
3353,38.878433,-77.018265,2895,28,15.8,0.09,72,1,0.24,7.971085753505607,0.08617769624105233,4.290459441148391,0.5014478005567843
3354,38.952862,-77.068962,2184,28,14.2,0.03,108,2,0.57,7.68937110752969,0.0295588022415444,4.6913478822291435,0.656681899355381
3355,38.879082,-77.013382,1895,28,14.5,0.11,72,1,0.51,7.547501682814967,0.10436001532424277,4.290459441148391,0.44547395214755925
3356,38.952862,-77.068962,1675,28,14.2,0.03,108,2,0.57,7.424165281042028,0.0295588022415444,4.6913478822291435,0.6615175402143256
3357,38.917534,-77.068245,6950,28,17.2,0.05,115,0,1.89,8.846640813100485,0.04879016416943201,4.7535901911063645,0.4465464412195708
3358,38.904655,-77.051949,3793,28,15.8,0.09,142,1,0.57,8.24117615049496,0.08617769624105233,4.962844630259907,0.5747546242223756
3359,38.958084,-77.002419,1830,28,15.5,0.07,137,0,2.04,7.5126175446745105,0.06765864847381481,4.927253685157205,0.4088155814570102
3360,38.932247,-77.029449,1300,28,14.2,0.07,164,3,0.63,7.170888478512505,0.06765864847381481,5.10594547390058,0.8715094414504159
3361,38.906879,-77.03418,3444,28,14.7,0.11,239,4,0.4,8.144679183447758,0.10436001532424277,5.480638923341991,1.0778028325815479
3362,38.895279,-76.9832,1600,34,13.0,0.02,150,4,0.69,7.3783837129967145,0.019802627296179712,5.017279836814924,0.7268252457920367
3363,38.922277,-77.075796,4500,28,15.5,0.08,88,0,1.65,8.412054873292933,0.07696104113612832,4.48863636973214,0.3394194159663501
3364,38.935844,-77.081871,2424,28,11.2,0.04,104,0,1.06,7.793586803371584,0.039220713153281295,4.653960350157523,0.17990027271041162
3365,38.913528,-76.985222,3395,34,17.2,0.07,130,2,0.49,8.130353547431238,0.06765864847381481,4.875197323201151,0.549520057407021
3366,38.901974,-76.979866,2935,34,15.5,0.03,124,3,0.55,7.984803389734406,0.0295588022415444,4.8283137373023015,0.6416600908050707
3367,38.95285,-77.016182,2911,28,14.3,0.19,150,0,1.21,7.976595409316577,0.173953307123438,5.017279836814924,0.3331397345254347
3368,38.929018,-77.02594,1995,28,17.0,0.03,172,2,0.58,7.59890045687141,0.0295588022415444,5.153291594497779,0.8410066533386934
3369,38.91901,-77.035378,2090,28,17.5,0.07,193,1,0.5,7.645397699428633,0.06765864847381481,5.267858159063328,0.703292568054179
3370,38.948513,-77.065186,2113,28,9.8,0.05,99,1,0.25,7.656337166430183,0.04879016416943201,4.605170185988092,0.27541943361245563
3371,38.950423,-77.059431,6325,28,9.8,0.37,69,1,0.52,8.752423403865594,0.31481073984003355,4.248495242049359,0.1577866958865708
3372,38.903481,-77.017738,3405,28,16.7,0.09,230,2,0.23,8.133293861222633,0.08617769624105233,5.442417710521793,0.8391382162935522
3373,38.91901,-77.035378,2100,28,17.5,0.07,193,1,0.5,7.650168700845001,0.06765864847381481,5.267858159063328,0.7032055758123695
3374,38.90649,-77.033157,1699,28,14.7,0.06,250,4,0.45,7.438383530044307,0.058268908123975775,5.5254529391317835,1.1056235216468029
3375,38.879501,-77.004631,3135,34,15.8,0.18,73,0,0.84,8.0507033814703,0.16551443847757338,4.30406509320417,0.06904861126376449
3376,38.876781,-77.015671,1878,28,15.8,0.03,66,1,0.37,7.538494999413465,0.0295588022415444,4.204692619390966,0.5113069702963746
3377,38.905376,-76.975243,1850,34,13.7,0.11,98,3,0.35,7.523481312573497,0.10436001532424277,4.59511985013459,0.5242690665043235
3378,38.926666,-77.038605,2248,28,14.5,0.08,146,3,0.55,7.718240951959316,0.07696104113612832,4.990432586778736,0.8599397447553377
3379,38.898209,-76.97393,2500,34,14.7,0.03,96,4,0.36,7.824445930877619,0.0295588022415444,4.574710978503383,0.7434180954107441
3380,38.915031,-77.044556,1950,28,17.5,0.08,165,1,0.65,7.576097340623111,0.07696104113612832,5.111987788356544,0.6844573205495065
3381,38.906921,-77.050743,3615,28,15.7,0.19,145,1,0.5,8.193123721512068,0.173953307123438,4.983606621708336,0.5549152577919904
3382,38.91724,-77.033684,3084,28,17.5,0.04,200,3,0.46,8.034306936339489,0.039220713153281295,5.303304908059076,1.0366824783132484
3383,38.910355,-77.022186,1928,28,17.7,0.03,230,4,0.13,7.564757012905729,0.0295588022415444,5.442417710521793,1.2378554778148558
3384,38.875622,-77.007805,2421,28,17.8,0.07,61,0,0.8,7.792348924113037,0.06765864847381481,4.127134385045092,0.4165272112711879
3385,38.907425,-77.04921,2381,28,15.8,0.15,152,1,0.43,7.775695749915245,0.13976194237515868,5.030437921392435,0.5797965090810795
3386,38.880337,-77.006493,2677,28,15.8,0.27,71,0,0.89,7.8928255262511176,0.23901690047049992,4.276666119016055,0.3038332224886863
3387,38.899719,-76.994179,1770,34,16.0,0.03,132,2,0.1,7.479299637782834,0.0295588022415444,4.890349128221754,0.5159406182749802
3388,38.917534,-77.068245,5719,28,17.2,0.05,115,0,1.89,8.651724084373843,0.04879016416943201,4.7535901911063645,0.4501004630523688
3389,38.908913,-77.080925,3000,28,14.8,0.09,62,0,2.61,8.006700845440367,0.08617769624105233,4.143134726391533,0.2724341673184098
3390,38.879608,-77.004875,2920,34,15.8,0.19,72,0,0.85,7.979681302387741,0.173953307123438,4.290459441148391,0.06697941529740692
3391,38.899944,-76.997391,1576,34,15.2,0.03,133,2,0.07,7.3632795869630385,0.0295588022415444,4.897839799950911,0.48209094034998073
3392,38.903378,-77.0159,2162,28,16.7,0.06,211,2,0.33,7.679251425953058,0.058268908123975775,5.356586274672012,0.8433212339090465
3393,38.905006,-77.029045,2025,28,16.7,0.12,253,4,0.41,7.613818684808629,0.11332868530700317,5.537334267018537,1.184277435007658
3394,38.904102,-77.017403,2292,28,16.7,0.12,221,2,0.26,7.737616282857904,0.11332868530700317,5.402677381872279,0.8359983653629192
3395,38.912022,-77.015968,1950,28,14.5,0.08,197,4,0.29,7.576097340623111,0.07696104113612832,5.288267030694535,1.0623616320588116
3396,38.906509,-77.035507,1789,28,15.8,0.09,235,3,0.33,7.489970898834801,0.08617769624105233,5.4638318050256105,0.9770958186333558
3397,38.899944,-76.997391,1551,34,15.2,0.03,133,2,0.07,7.347299700743164,0.0295588022415444,4.897839799950911,0.4823823102333257
3398,38.924831,-77.101906,3300,28,15.7,0.02,45,0,1.27,8.101980731853192,0.019802627296179712,3.828641396489095,0.2895566888646114
3399,38.923958,-77.053108,3300,28,14.3,0.04,96,0,0.98,8.101980731853192,0.039220713153281295,4.574710978503383,0.30779864277533775
3400,38.92947,-77.02367,2200,28,17.0,0.03,164,2,0.62,7.696667081526462,0.0295588022415444,5.10594547390058,0.8337153350632075
3401,38.900443,-77.0183,3771,28,16.5,0.04,225,2,0.26,8.235360643753348,0.039220713153281295,5.420534999272286,0.8354330727656842
3402,38.921124,-77.032143,1907,28,14.7,0.02,194,2,0.31,7.553810852008231,0.019802627296179712,5.272999558563747,0.7519105224736221
3403,38.876781,-77.015671,2192,28,15.8,0.03,66,1,0.37,7.693025748417888,0.0295588022415444,4.204692619390966,0.5084893278118726
3404,38.912441,-77.031601,4025,28,17.0,0.01,229,4,0.63,8.300528606199737,0.009950330853168083,5.438079308923196,1.1958416167837773
3405,38.922482,-77.038445,2600,28,16.5,0.12,172,3,0.83,7.8636512654486515,0.11332868530700317,5.153291594497779,0.9606525649049977
3406,38.955608,-77.020271,1466,28,17.5,0.05,150,0,0.96,7.2909747781429814,0.04879016416943201,5.017279836814924,0.5194055880280851
3407,38.921581,-77.03701,1823,28,16.0,0.06,173,2,0.58,7.508787170634276,0.058268908123975775,5.159055299214529,0.7912147305834771
3408,38.946114,-77.005768,1675,28,11.2,0.06,106,0,1.63,7.424165281042028,0.058268908123975775,4.672828834461906,0.1848110113497544
3409,38.912441,-77.031601,2775,28,17.0,0.01,229,4,0.63,7.9287663216266955,0.009950330853168083,5.438079308923196,1.2026201590085261
3410,38.937988,-77.060394,1999,28,11.8,0.03,74,1,0.57,7.600902459542082,0.0295588022415444,4.31748811353631,0.3391093936628805
3411,38.916016,-77.048317,2776,28,17.8,0.11,142,1,0.79,7.9291264873067995,0.10436001532424277,4.962844630259907,0.6686983654922961
3412,38.910309,-77.008553,2325,28,17.8,0.05,169,3,0.7,7.75190533307861,0.04879016416943201,5.135798437050262,1.0341363521496325
3413,38.904442,-77.025108,2784,28,18.3,0.05,247,3,0.2,7.932003152361385,0.04879016416943201,5.5134287461649825,1.0978124608691433
3414,38.88168,-77.016495,1620,28,13.5,0.05,83,1,0.45,7.390798521735676,0.04879016416943201,4.430816798843313,0.4303448440130971
3415,38.926098,-77.037827,2583,28,14.5,0.04,147,3,0.6,7.857093864902493,0.039220713153281295,4.997212273764115,0.8661625384508534
3416,38.903481,-77.017738,2025,28,16.7,0.09,230,2,0.23,7.613818684808629,0.08617769624105233,5.442417710521793,0.8486100873362946
3417,38.878815,-77.021111,2393,28,15.8,0.07,75,1,0.13,7.780720886117918,0.06765864847381481,4.330733340286331,0.5135134364808812
3418,38.879749,-77.014114,1624,28,14.5,0.11,74,1,0.49,7.393263094763838,0.10436001532424277,4.31748811353631,0.4514310338703948
3419,38.877481,-77.016322,2375,28,15.8,0.07,68,1,0.33,7.773173680482536,0.06765864847381481,4.23410650459726,0.5024085867236604
3420,38.900192,-77.051941,2285,28,14.8,0.05,130,1,0.68,7.734558844354756,0.04879016416943201,4.875197323201151,0.5356398133097968
3421,38.901743,-77.003071,2650,34,17.8,0.07,140,2,0.28,7.8826922062890254,0.06765864847381481,4.948759890378168,0.5902222525854512
3422,38.90517,-77.006294,2609,28,17.8,0.14,155,3,0.57,7.867105500316739,0.1310282624064041,5.049856007249537,1.0046787045961645
3423,38.902828,-77.051842,1941,28,15.7,0.02,140,1,0.59,7.571473648851271,0.019802627296179712,4.948759890378168,0.5947319677192129
3424,38.910309,-77.008553,2325,28,17.8,0.05,169,3,0.7,7.75190533307861,0.04879016416943201,5.135798437050262,1.0341363521496325
3425,38.942833,-77.061111,3561,28,13.2,0.09,73,1,0.3,8.178077463849608,0.08617769624105233,4.30406509320417,0.37953744485882923
3426,38.878433,-77.018265,4041,28,15.8,0.09,72,1,0.24,8.304494897963567,0.08617769624105233,4.290459441148391,0.4953685718194711
3427,38.896446,-77.046944,2314,28,18.8,0.04,107,2,0.71,7.747164966520335,0.039220713153281295,4.68213122712422,0.8643272875196362
3428,38.937695,-77.036102,1606,28,13.7,0.03,138,2,0.3,7.382124365737512,0.0295588022415444,4.9344739331306915,0.6675487163430504
3429,38.878433,-77.018265,2942,28,15.8,0.09,72,1,0.24,7.987184748233473,0.08617769624105233,4.290459441148391,0.5011542589037783
3430,38.900443,-77.0183,2572,28,16.5,0.04,225,2,0.26,7.8528278122817445,0.039220713153281295,5.420534999272286,0.8424080001805535
3431,38.916317,-77.032227,3015,28,16.7,0.04,210,3,0.44,8.011686729127847,0.039220713153281295,5.351858133476067,1.005907388914422
3432,38.910919,-77.004097,2107,28,14.0,0.12,158,2,0.55,7.653494909661253,0.11332868530700317,5.0689042022202315,0.674374173657638
3433,38.901974,-76.979866,2150,34,15.5,0.03,124,3,0.55,7.67368812926773,0.0295588022415444,4.8283137373023015,0.6473328231325554
3434,38.917534,-77.068245,4030,28,17.2,0.05,115,0,1.89,8.301769763117166,0.04879016416943201,4.7535901911063645,0.45648136892101016
3435,38.875622,-77.007805,2660,28,17.8,0.07,61,0,0.8,7.886457270977689,0.06765864847381481,4.127134385045092,0.41481128303049514
3436,38.931225,-77.024757,3412,28,17.0,0.06,167,2,0.73,8.135346948906706,0.058268908123975775,5.123963979403259,0.8217533140746832
3437,38.87429,-77.000771,3980,34,17.8,0.15,80,1,0.86,8.289288323000317,0.13976194237515868,4.394449154672439,0.3379189578606217
3438,38.929333,-77.073402,2175,28,14.3,0.01,95,0,1.15,7.685243607975833,0.009950330853168083,4.564348191467836,0.3203695633845455
3439,38.922646,-77.037392,2207,28,16.5,0.06,169,3,0.61,7.699842407396986,0.058268908123975775,5.135798437050262,0.9732254014357888
3440,38.910309,-77.008553,2295,28,17.8,0.05,169,3,0.7,7.738923757439457,0.04879016416943201,5.135798437050262,1.0343730522191805
3441,38.874168,-77.00029,2635,34,17.8,0.15,82,1,0.84,7.877017895622398,0.13976194237515868,4.418840607796598,0.3482740347230655
3442,38.942833,-77.061111,2180,28,13.2,0.09,73,1,0.3,7.687538766201629,0.08617769624105233,4.30406509320417,0.3884817014788866
3443,38.879749,-77.014114,1624,28,14.5,0.11,74,1,0.49,7.393263094763838,0.10436001532424277,4.31748811353631,0.4514310338703948
3444,38.899944,-76.997391,3394,34,15.2,0.03,133,2,0.07,8.130059039992796,0.0295588022415444,4.897839799950911,0.4681098370613529
3445,38.935844,-77.081871,1862,28,11.2,0.04,104,0,1.06,7.529943370601589,0.039220713153281295,4.653960350157523,0.18470742560210843
3446,38.90403,-77.048317,2450,28,16.2,0.09,151,1,0.39,7.804251383528112,0.08617769624105233,5.0238805208462765,0.6082411247343491
3447,38.922798,-77.030746,2328,28,13.8,0.07,194,3,0.28,7.753194269884341,0.06765864847381481,5.272999558563747,0.8619102329813909
3448,38.918369,-77.040085,2727,28,16.0,0.09,175,2,0.87,7.911324018963353,0.08617769624105233,5.170483995038151,0.7793141374440643
3449,38.921501,-77.043922,2419,28,17.3,0.07,157,1,0.91,7.791522819150732,0.06765864847381481,5.062595033026967,0.6675368075028804
